product_category,product_name,model_number,description,,,
MONORAIL,Monorail Remote Magnetic Transformer 300w 277v/12v,TRANS-RMTE-300M/277-438,"This remote magnetic transformer converts standard 277v line-voltage to 12v, providing the necessaryvage for powering a Monorail, Wall Monorail, LED Illuminated Monorail, LED Illuminated Wall Monorail or Fusion Jack low-voltage lighting system.  This remote magnetic transformer can be used to power lamps totalling up to 300w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Remote Magnetic Transformer 600w 120v/12v,TRANS-RMTE-600M-439,"This remote magnetic transformer converts standard 120v line-voltage to 12v, providing the necessaryvage for powering a Monorail, Wall Monorail, LED Illuminated Monorail, LED Illuminated Wall Monorail or Fusion Jack low-voltage lighting system.  This remote magnetic transformer can be used to power lamps totalling up to 600w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 1000w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Remote Magnetic Transformer 600w 120v/24v,TRANS-RMTE-600M/24-440,"This remote magnetic transformer converts standard 120v line-voltage to 24v, providing the necessaryvage for powering a Monorail, Wall Monorail or Fusion Jack low-voltage lighting system.  This remote magnetic transformer can be used to power lamps totalling up to 600w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 1000w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Remote Magnetic Transformer 600w 277v/12v,TRANS-RMTE-600M/277-441,"This remote magnetic transformer converts standard 277v line-voltage to 12v, providing the necessaryvage for powering a Monorail, Wall Monorail, LED Illuminated Monorail, LED Illuminated Wall Monorail or Fusion Jack low-voltage lighting system.  This remote magnetic transformer can be used to power lamps totalling up to 600w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 1000w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Remote Magnetic Transformer 75w 120v/12v,TRANS-RMTE-75M-442,"This remote magnetic transformer converts standard 120v line-voltage to 12v, providing the necessaryvage for powering a Monorail, Wall Monorail, LED Illuminated Monorail, LED Illuminated Wall Monorail or Fusion Jack low-voltage lighting system.  This remote magnetic transformer can be used to power lamps totalling up to 75w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Remote Magnetic Transformer 75w 277v/12v,TRANS-RMTE-75M/277-443,"This remote magnetic transformer converts standard 277v line-voltage to 24v, providing the necessaryvage for powering a Monorail, Wall Monorail, LED Illuminated Monorail, LED Illuminated Wall Monorail or Fusion Jack low-voltage lighting system.  This remote magnetic transformer can be used to power lamps totalling up to 75w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Soft Curve Kit,FUSIONKIT-444,"Includes rail and Straight Conductive Connectors. Fixtures sold separately. Includes:(2) 46"" soft curve rails (78"" diameter, 1/5 round, 39"" radius)
(1) set of four end caps
(1) set of straight conductive connectors
(3) telescoping rigid standoffs (6-10"")
(1) surface mount transformer housing with (1) 300W electronic transformer and 72"" flexible feeder cable",,,
MONORAIL,Monorail Spiral,RAILCVSPRL--445,"Pre-bent 32' monorail spiral, 48' diameter monorail spiral .   All pieces are field cuttable and include Straight Conductive Connectors. Consult factory for custom pre-bent options.",,,
MONORAIL,Monorail Straight Conductive Connectors,SCONNECTOR-446,Straight conductive connectors join sections of Monorail together. (Pair.)  Included with each piece of rail.,,,
MONORAIL,Monorail Straight Kit,FUSIONKIT-447,"Includes rail and Straight Conductive Connectors. Fixtures sold separately. Includes:
(2) 48"" straight rails
(1) set of four end caps
(1) set straight connectors
(3) telescoping rigid standoffs (6-10"")
(1) surface mount transformer housing with (1) 300W electronic transformer and 72"" flexible feeder cable.",,,
MONORAIL,Monorail Surface Electronic Transformer 100w 120v/12v LED,TRANS-SFE100--448,"This direct surface electronic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface electronic transformer is encased in a finished housing and can be used to power lamps totalling up to 100w and is equipped with fast-acting short circuit and overload protection that will safely turn off the system should a short occur. Once the short is removed, the unit can be reset by simply flipping the wall switch off and back on. Dimmable with a 600w low-voltage electronic dimmer.",,,
MONORAIL,Monorail Surface Electronic Transformer 100w 277v/12v LED,TRANS-SFE100--449,"This direct surface electronic transformer converts standard 277v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface electronic transformer is encased in a finished housing and can be used to power lamps totalling up to 100w and is equipped with fast-acting short circuit and overload protection that will safely turn off the system should a short occur. Once the short is removed, the unit can be reset by simply flipping the wall switch off and back on. Dimmable with a 600w low-voltage electronic dimmer.",,,
MONORAIL,Monorail Surface Electronic Transformer 150w 120v/12v,TRANS-SFE150--450,"This direct surface electronic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface electronic transformer is encased in a finished housing and can be used to power lamps totalling up to 150w and is equipped with fast-acting short circuit and overload protection that will safely turn off the system should a short occur. Once the short is removed, the unit can be reset by simply flipping the wall switch off and back on. Dimmable with a 600w low-voltage electronic dimmer.",,,
MONORAIL,Monorail Surface Electronic Transformer 300w 120v/12v,TRANS-SFE300--451,"This direct surface electronic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface electronic transformer is encased in a finished housing and can be used to power lamps totalling up to 300w and is equipped with fast-acting short circuit and overload protection that will safely turn off the system should a short occur. Once the short is removed, the unit can be reset by simply flipping the wall switch off and back on. Dimmable with a 600w low-voltage electronic dimmer.",,,
MONORAIL,Monorail Surface Electronic Transformer 60w 120v/12v LED,TRANS-SFE61--452,"This direct surface electronic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface electronic transformer is encased in a finished housing and can be used to power lamps totalling up to 60w and is equipped with fast-acting short circuit and overload protection that will safely turn off the system should a short occur. Once the short is removed, the unit can be reset by simply flipping the wall switch off and back on. Dimmable with a 600w low-voltage electronic dimmer.",,,
MONORAIL,Monorail Surface Electronic Transformer 60w 277v/12v LED,TRANS-SFE61--453,"This direct surface electronic transformer converts standard 277v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface electronic transformer is encased in a finished housing and can be used to power lamps totalling up to 60w and is equipped with fast-acting short circuit and overload protection that will safely turn off the system should a short occur. Once the short is removed, the unit can be reset by simply flipping the wall switch off and back on. Dimmable with a 600w low-voltage electronic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 150w 120v/12v,TRANS-SFM150--454,"This surface magnetic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 150w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 300w 120v/12v,TRANS-SFM300--455,"This surface magnetic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 300w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 300w 120v/24v,TRANS-SFM300--456,"This surface magnetic transformer converts standard 120v line-voltage to 24v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 300w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 300w 277v/12v,TRANS-SFM300--457,"This surface magnetic transformer converts standard 277v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 300w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 600w 120v/12v,TRANS-SFM600--458,"This surface magnetic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 600w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 1000w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 600w 120v/24v,TRANS-SFM600--459,"This surface magnetic transformer converts standard 120v line-voltage to 24v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 600w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 1000w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 600w 277v/12v,TRANS-SFM600--460,"This surface magnetic transformer converts standard 277v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 600w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 1000w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 75w 120v/12v LED,TRANS-SFM75--461,"This surface magnetic transformer converts standard 120v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 75w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail Surface Magnetic Transformer 75w 277v/12v LED,TRANS-SFM75--462,"This surface magnetic transformer converts standard 277v line-voltage to 12v, providing the necessary voltage for powering a Monorail low-voltage lighting system.  This surface magnetic transformer is encased in a finished housing and can be used to power lamps totalling up to 75w and is equipped with a fast-acting seconardary circuit breaker that will safely turn off the the system should a short occur. Once the short has been removed the breaker can be reset. Dimmable with a 600w low-voltage magnetic dimmer.",,,
MONORAIL,Monorail T Conductive Connectors,TCONNECTOR-463,"These conductive connectors join three sections of Monorail together to create a “T”. (Pair.)  We recommend standoffs are placed no more than 6"" away from the connector.",,,
MONORAIL,Monorail Telescoping Rigid Standoff,HANGER-ADJ-464,Rigid standoffs offer multifunction ceiling mounting in one part.  Unique telescoping height adjustment and rotational head insert. Self-drilling drywall anchor included with all hangers.,,,
MONORAIL,Monorail X Conductive Connectors,XCONNECTOR-465,"These conductive connectors join four sections of Monorail together to create a four-way intersection. (Pair.)   We recommend standoffs are placed no more than 6"" away from the connector.",,,
MONORAIL,Standoff Ball Joint Assembly,BJ-ADJ--466,Attachment allows sloped ceiling mounting.   Adapts simply to any telescoping rigid standoff (not included).,,,
MONORAIL,T-Grid Clip,CLIP-TB/MONO--467,"Allows adaptation of any ceiling-mounted standoff to an inverted T-Grid ceiling.  To be used with 15/16"" T-Grid.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Adara,HS834-468,"Hints of inspiration from African folk art can be seen in the hypnotic texture and slender shape of this unique pendant light. A ribbed surface created by molding the glass combines with a frosted texture to gently diffuse the light created by the Adara pendant light from LBL Lighting.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or (1) SORAA® replaceable 8 watt 500 lumen 80 CRI 3000K LED module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number. (LED lamp option is not compatible with 24 volt transformers.)",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Signal,HS860-469,"Inspired by vintage automobile styling of the 1940s, the simple Mini-Signal pendant light from LBL Lighting utilizes spun metal shades with rubberized paint to create a flawlessly smooth look that also offers an unexpected metallic texture and color when viewed from below. It is available in eight finish/color combinations.  Includes (1) 50 watt low-voltage GU5.3 base Halogen MR16 lamp or 7.5 watt low-voltage GU5.3 base 95 CRI 3000K LED MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number. (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Zuri,HS859-470,"Created by Italian artisans to replicate the look of crumpled metal. When turned off, the Mini-Zuri pendant light by LBL Lighting has an opaque metal appearance, however, when lit, it becomes a mysteriously translucent light fixture.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Sphere Low-Voltage,HS848-471,"Echoes of large white glass globes common in 1950’s décor are present in this modern yet miniature LED light fixture interpretation. The Sphere pendant light from LBL Lighting features a unique crisscross patterned heat sink with a choice of globe including Frosted White, Aerated Smoke or Aerated Clear.  Includes (1) 9 watt 628 lumen 80 CRI LED module and 6' of field-cuttable suspension cable. 12 volt only.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Trista,HS884-472,"In true rags to riches fashion, a humble spool of string wrapped around a glass cylinder inspired this truly luxurious Trista pendant light from LBL Lighting. Illumination escapes through dozens of thin slits in the metallic finish to create a sparkling light effect, as varying line thickness and spacing makes every piece of glass slightly unique.  Includes 7.5 watt low-voltage GU5.3 base 95 CRI 3000K LED MR16 lamp and 6' of field-cuttable suspension cable. 12 volt only.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Dolly,HS699-473,"Slotted metal cylinder reveals an inner layer of brilliant rhinestones.  Custom interior colors are available, contact the LBL Quotes Department, quotes@generation-brands.com, for more information. Includes (1) 6 watt 350 lumen 3000K 80 CRI LED module and 6' of field-cuttable suspension cable. Not compatible with 24 volt transformers.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mademoiselle No. 1,HS678-474,"A single layer of SWAROVSKI ELEMENTS crystals artfully set in an intricate web of elegant Rhodium plated chain is draped over a halogen or LED MR16 lamp.  Includes (1) 50 watt low-voltage GU5.3 base Halogen MR16 lamp or 7.5 watt low-voltage GU5.3 base 95 CRI 3000K LED MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mademoiselle No. 2,HS686-475,"Double layers of SWAROVSKI ELEMENTS crystals artfully set in an intricate web of elegant Rhodium plated chain are draped over a halogen or LED MR16 lamp.  Includes (1) 50 watt low-voltage GU5.3 base Halogen MR16 lamp or 7.5 watt low-voltage GU5.3 base 95 CRI 3000K LED MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Dia,HS783-476,"Inspired by the classic eight-faceted crystals that have been hanging from traditional chandeliers for centuries, hand-blown glass is lowered into a custom mold to create these over-sized “crystals”.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Dia,HS782-477,"Inspired by the classic eight-faceted crystals that have been hanging from traditional chandeliers for centuries, hand-blown glass is lowered into a custom mold to create these over-sized “crystals”.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Izzy,HS691-478,"Slender, two-tone metal tube tipped with a powerful LED which shines down on a spectacular Swarovski™ crystal.  The result is a delicate burst of pure glamour. Includes (1) 3 watt low-voltage, 80 CRI 3000K LED module and 6' of field-cuttable suspension cable. Not compatible with 24 volt transformers.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Vera,HS778-479,"Hand-blown opal glass is hand-carved to create a hammered look inspired by elegant stemware.  The decorative center band is then hand-gilded for a silver metallic sheen to create a clean, contemporary aesthetic. Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Paige,HS795-480,"The natural beauty and dramatic movement of wind over water are captured in this hand-blown glass pendant.  Swirled textures are created by lowering the piece into a custom mold just before spraying it with cold water, shocking the molten glass to produce a unique crackle effect. An inner opal glass diffuser further accentuates the patterns and softens the light. Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Akari,HS796-481,"A hand-carved asymmetric pattern inspired by organic influences of flowing water is acid-etched to create a matte, frosted texture to complement its soft, muted colors.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Monaco,HS780-482,"A slim, dramatic silhouette starts as a cylindrical shape at the top, then gradually migrates to a square profile at the bottom.  Thousands of small, iridescent bubbles are created by infusing molten glass with a special compound to produce a chemical reaction. To protect these dramatic details, the outer surface is coated in smooth, clear glass. Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Corinna,HS775-483,"Mid-century Scandinavian design inspired the tall, slender silhouette found in this pendant.  Thousands of small, iridescent bubbles are created by infusing molten glass with a special compound to produce a chemical reaction. To protect these dramatic details, the outer surface is coated in smooth, clear glass. Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Luxa,HS758-484,"Clear glass shade with baroque-inspired laser-cut aluminum insert.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Lexum,HS781-485,"Elegance takes form in this hand-carved solid crystal pendant inspired by current trends of asymmetrical facets in home accessories and jewelry.  Includes (1) 20 watt low-voltage GY4 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Vigi,HS774-486,"Artistic outdoor sculptures inspired the linear lines, open metal cage and askew rings of this contemporary LED pendant. Light shines downward through the tube gleaming as it hits the structure’s highly reflective surface.  Includes (1) 5 watt 3000K LED module and 6' of field-cuttable suspension cable. (not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Arik,HS759-487,"Opal or Transparent glass shade with a half-spherical matrix pattern.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Rhythm,HS762-488,"Hand-paddled, blown glass shade with dimple detail.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Olivia,HS565-489,"Designed by Koziol of Germany, this elegant and graceful modern pendant is comprised of 100% recyclable plastic which surrounds a hand-blown inner opal glass diffuser.  Includes (1) 50 watt lowvoltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Bonn,HS461-490,"Transparent glass cone with hand-etched band.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Briolette,HS549-491,"Transparent glass teardrop pendant with hand-etchings.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Isis Cylinder,HS545-492,"Streams of thick glass piping formed into a glass cylinder.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Rock Candy Cylinder,HS547-493,"Cylinder of mouth-blown transparent glass rolled in clear crystal frit and flash heated to create this unique texture. Inner opal glass diffuser adds depth to the pendant.   Includes (1) 50 watt lowvoltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Horizon,HS586-494,"Mouth-blown pendant rich with color and deep clear draw. Inspired by slow-moving lava flow; each piece is unique.   Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Zollo,HS693-495,"Spherical Italian glass shade with an organic pattern.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Rock Candy Round,HS546-496,"Sphere of mouth-blown transparent glass rolled in clear crystal frit and flash heated to create this unique texture.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Chill,HS583-497,"Organic-shaped transparent glass with ice-fractured texture and frosted scavo finish to help diffuse the light.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6’ of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Isla,HS506-498,"Irregular round shaped glass with a hand blown organic seeded technique.  Includes (1) 35 watt low-voltage GY6.35 base frosted Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Seguro,HS467-499,"Transparent glass with a crackle texture.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix “-24” to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Relic No. 1,HS688-500,"Pear-shaped glass shade with playful silver accents.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Relic No. 2,HS689-501,"Pear-shaped glass shade with playful silver accents and inner opal glass diffuser.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Cypree  Small,HS463-502,"Slender modern organic-shaped frosted glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Cypree  Large,HS462-503,"Metalized reflective glass in miniature.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 8' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Pavia,HS508-504,"Cone-shaped glass with silver leaf band.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Aiko,HS577-505,"Mouth-blown glass is hand-etched in this modern twist on a traditional Japanese lantern.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Mason,HS574-506,"A modern twist on an iconic shape.  Rich transparent glass surrounds an opal glass diffuser.   Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Jasper,HS539-507,"Outer transparent glass and inner cased opal glass are hand-blown and then hand-paddled for a unique, organic look.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6’ of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Cylia,HS472-508,"Modern-shaped glass with an iridescent finish.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number",,,
